objectid,title,format,filename,subject,illustrator,painter,engraver,description,extent,date,publisher,location,latitude,longitude,identifier,platenumber
item178,"Book V., Lines 309, 310",image/jpeg,PR35601866F130.jpg,,Gustave Dore,,Pannemaker; Doms,"Eastward among those trees, what glorious shape Comes this way moving?","1 print: engraving ; image 247 x 200 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F130
item179,"Book V., Lines 468-470",image/jpeg,PR35601866F131.jpg,"Adam, Eve, Hierarch",Gustave Dore,,,"To whom the wingèd Hierarch replied: O Adam, one Almighty is, from whom All things proceed.","1 print: engraving ; image 247 x 200 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F131
item180,"Book VI., Line 188",image/jpeg,PR35601866F146.jpg,,Gustave Dore,,J. Huyot,This greeting of they impious crest receive.,"1 print: engraving ; image 249 x 200 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F146
item181,"Book VI., Lines 327, 328",image/jpeg,PR35601866F147.jpg,Satan,Gustave Dore,,Piaud,"Then Satan first knew pain, And writhered him to and fro.","1 print: engraving ; image 246 x 200 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F147
item182,"Book VI., Line 406",image/jpeg,PR35601866F162.jpg,,Gustave Dore,,Ad Ligny,Now Night her course began.,"1 print: engraving ; image 245 x 199 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F162
item183,"Book VI., Line 410, 412",image/jpeg,PR35601866F163.jpg,Michael; Angels,Gustave Dore,,Ad Ligny,"On the foughten field Michael and his angels, prevalent Encamping, placed in guard their watches round.","1 print: engraving ; image 249 x 196 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F163
item184,"Book VI., Line 871",image/jpeg,PR35601866F166.jpg,,Gustave Dore,,A. Gusmand,Nine days they fell,"1 print: engraving ; image 248 x 198 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F166
item185,"Book VI., Line 874, 875",image/jpeg,PR35601866F167.jpg,,Gustave Dore,,Hotelin,"Hell at least, Yawning, received them whole.","1 print: engraving ; image 249 x 198 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F167
item186,"Book VII., Line 298, 299",image/jpeg,PR35601866F174.jpg,,Gustave Dore,,C. Laplante,"Wave rolling after wave, where way they found ; If steep, with torrent rapture.","1 print: engraving ; image 245 x 200 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F174
item187,"Book VII., Line 387-389",image/jpeg,PR35601866F175.jpg,Repitle; Fowl; Earth,Gustave Dore,,Cosson Smeeton,"And God said : Let the waters generate Reptile with spawn abundant, living soul; And let fowl fly above the earth.","1 print: engraving ; image 247 x 198 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F175
item188,"Book VII., Line 415, 416",image/jpeg,PR35601866F178.jpg,,Gustave Dore,,Hildibrand,"And seems a moving land; and at his gills Draws in, and at his trunk spouts out, a sea.","1 print: engraving ; image 249 x 200 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F178
item189,"Book VII., Line 417, 418",image/jpeg,PR35601866F179.jpg,,Gustave Dore,,Ad Ligny,"Meanwhile the tepid caves, and fens, and shores, Their brood as numerous hatch.","1 print: engraving ; image 248 x 198 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F179
item190,"Book VII., Line 581, 582",image/jpeg,PR35601866F194.jpg,,Gustave Dore,,Piaud,And now on the earth the seventh Evening arose in Eden.,"1 print: engraving ; image 246 x 200 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F194
item191,"Book VII., Line 652, 653",image/jpeg,PR35601866F195.jpg,Angel; Adam; Eve,Gustave Dore,,Pannemaker,"So parted they: the Angel up to heaven From the thick shade, and Adam to his bower.","1 print: engraving ; image 248 x 199 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F195
item192,"Book IX., Lines 74, 75",image/jpeg,PR35601866F198.jpg,Satan,Gustave Dore,,P. Jonnard,"In with the river sunk. and with it rose, Satan.","1 print: engraving ; image 248 x 199 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F198
item193,"Book IX., Lines 99, 100",image/jpeg,PR35601866F199.jpg,,Gustave Dore,,E. Goebel,"O Earth, how like to Heaven, if not preferred More justly.","1 print: engraving ; image 246 x 201 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F199
item194,"Book IX., Lines 182, 183",image/jpeg,PR35601866F206.jpg,,Gustave Dore,,J. Gauchard,"Him, fast sleeping, soon he found In labyrinth of many a round, self-rolled.","1 print: engraving ; image 249 x 200 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F206
item195,"Book IX., Lines 434, 435",image/jpeg,PR35601866F207.jpg,,Gustave Dore,,L. Dumont,"Nearer he drew, and many a walk traversed Of stateliest covert, cedear, pine, or palm.","1 print: engraving ; image 245 x 198 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F207
item196,"Book IX., Lines 784, 785",image/jpeg,PR35601866F226.jpg,,Gustave Dore,,J. Huyot,Back to the thicket slunk The guilty serpent.,"1 print: engraving ; image 246 x 199 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F226
item197,"Book IX., Lines 1121-1123",image/jpeg,PR35601866F227.jpg,,Gustave Dore,,A. Gusmand,"Nor only tears Rained at their eyes, by high winds worse within Began to rise.","1 print: engraving ; image 248 x 199 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F227
item198,"Book X., Lines 99-101",image/jpeg,PR35601866F242.jpg,,Gustave Dore,,P. Jonnard,"They heard, And from his presence hid themselves among the thickest trees.","1 print: engraving ; image 246 x 199 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F242
item199,"Book X., Lines 439-441",image/jpeg,PR35601866F243.jpg,,Gustave Dore,,Hotelin,"And now expecting Each hour their great adventurer, from the search Of foreign worlds.","1 print: engraving ; image 247 x 198 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F243
item200,"Book X., Lines 521-523",image/jpeg,PR35601866F246.jpg,,Gustave Dore,,L. Dumont,"Dreadful was the din Of hissing through the hall, thick swarming now With complicated monsters, head and tail.","1 print: engraving ; image 242 x 197 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F246
item201,"Book X., Lines 610",image/jpeg,PR35601866F247.jpg,,Gustave Dore,,P. Jonnard,"This said, they both betook them several ways.","1 print: engraving ; image 247 x 200 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F247
item202,"Book X., Lines 720",image/jpeg,PR35601866F254.jpg,,Gustave Dore,,Pannemaker,Began to build a vessel of huge bulk.,"1 print: engraving ; image 248 x 197 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F254
item203,"Book XI., Lines 208-210",image/jpeg,PR35601866F255.jpg,,Gustave Dore,,Pannemaker,The heavenly bands Down from a sky of jasper lighted now In Paradise.,"1 print: engraving ; image 248 x 200 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F255
item204,"Book XI., Lines 747-749",image/jpeg,PR35601866F290.jpg,,Gustave Dore,,Hildibrand,"All dwellings else Flood overwhelmed, and them, with all their pomp, Deep under water rolled.","1 print: engraving ; image 249 x 199 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F290
item205,"Book XII., Lines 236-238",image/jpeg,PR35601866F291.jpg,Moses,Gustave Dore,,Hotelin,"They beseech That Moses might report to them his will, And terror cease.","1 print: engraving ; image 248 x 200 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F291
item206,"Book XII., Lines 645",image/jpeg,PR35601866F306.jpg,,Gustave Dore,,E. Deschamps,"Some natural tears they dropt, but wiped them soon.","1 print: engraving ; image 245 x 198 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,"New York, 104 & 106 Fourth Avenue",40.68125,-73.9809,Milton PR 3560 1866 C97,F306
item207,Book XII,image/jpeg,PR35601940F0.jpg,Adam; Eve; Angel,William Blake,,,"The Expultion From Eden - The hastn'ning Angel caught Our lingering parents, and to th' eastern gate led them direct","1 print: engraving ; image 164 x 128 mm., on sheet 261x 181 mm",1940,"Printed in color for the frist time and with the prefaces by Philip Hofer and John Winterich/ NewYork, Heritage Press",New York,43,-73.9352,Milton PR 3560 1940 C113,Frontispiece
item208,Book III,image/jpeg,PR35601940F64.jpg,,William Blake,,,"Father, thy word is passed, Man shall find grace; And shall Grace not find means, that finds her way, The speediest of they winged messengers, To visit all thy creatures?","1 print: engraving ; image 179 x 140 mm., on sheet 261x 181 mm",1940,"Printed in color for the frist time and with the prefaces by Philip Hofer and John Winterich/ NewYork, Heritage Press",New York,43,-73.9352,Milton PR 3560 1940 C113,F64
item209,Book IV,image/jpeg,PR35601940F90.jpg,Adam; Eve; Satan,William Blake,,,"Satan with Adam and Eve - Ah! Gentle pair, ye little think how nigh Your change approches","1 print: engraving ; image 178 x 135 mm., on sheet 261x 181 mm",1940,"Printed in color for the frist time and with the prefaces by Philip Hofer and John Winterich/ NewYork, Heritage Press",New York,43,-73.9352,Milton PR 3560 1940 C113,F90
item210,Book IV,image/jpeg,PR35601940F102.jpg,Adam; Eve,William Blake,,,"Adam and Eve Sleeping - Him there they found Squat like a toad, close at the ear of Eve","1 print: engraving ; image 165 x 131 mm., on sheet 261x 181 mm",1940,"Printed in color for the frist time and with the prefaces by Philip Hofer and John Winterich/ NewYork, Heritage Press",New York,43,-73.9352,Milton PR 3560 1940 C113,F102
item211,Book V,image/jpeg,PR35601940F122.jpg,Raphael; Adam; Eve,William Blake,,,"Raphael with Adam and Eve - Meanwhile at table Eve Ministered naked, and their flowing cups With pleasant liquors crowned. O innocence Deserving Paradise!","1 print: engraving ; image 170 x 137 mm., on sheet 261x 181 mm",1940,"Printed in color for the frist time and with the prefaces by Philip Hofer and John Winterich/ NewYork, Heritage Press",New York,43,-73.9352,Milton PR 3560 1940 C113,F122
item212,Book VI,image/jpeg,PR35601940F160.jpg,Rebel Angels,William Blake,,,The Downfall of Rebel Angels - Headlong themselves they threw Down from the verge of heaven: eternal wrath Burnt after them to the bottomless pit.,"1 print: engraving ; image 169 x 131 mm., on sheet 261x 181 mm",1940,"Printed in color for the frist time and with the prefaces by Philip Hofer and John Winterich/ NewYork, Heritage Press",New York,43,-73.9352,Milton PR 3560 1940 C113,F160
item213,Book VIII,image/jpeg,PR35601940F194.jpg,Adam; Eve; God,William Blake,,,"The Creation of Eve - Under his forming hands a creature grew, Man-like, but different sex, so lovely fair That what seemed fair in all the world seemed now Mean","1 print: engraving ; image 169 x 136 mm., on sheet 261x 181 mm",1940,"Printed in color for the frist time and with the prefaces by Philip Hofer and John Winterich/ NewYork, Heritage Press",New York,43,-73.9352,Milton PR 3560 1940 C113,F194
item214,Book IX,image/jpeg,PR35601940F222.jpg,Eve,William Blake,,,"The Temptation of Eve - So saying, her rash hand in evil hour Forth-reaching to the fruit, she plucked she eat","1 print: engraving ; image 167 x 130 mm., on sheet 261x 181 mm",1940,"Printed in color for the frist time and with the prefaces by Philip Hofer and John Winterich/ NewYork, Heritage Press",New York,43,-73.9352,Milton PR 3560 1940 C113,F222
item215,Book XII,image/jpeg,PR35601940F304.jpg,,William Blake,,,"The Prophecy of the Crucifixion - For this he shall live hated, be blasphemed, Seized on by forced, judged, and to death condemed","1 print: engraving ; image 169 x 129 mm., on sheet 261x 181 mm",1940,"Printed in color for the frist time and with the prefaces by Philip Hofer and John Winterich/ NewYork, Heritage Press",New York,43,-73.9352,Milton PR 3560 1940 C113,F304
item216,,image/jpeg,PR35602003F0.jpg,,William Blake,,,,"1 print: engraving ; image 316 x 240 mm., on sheet 316 x 240 mm",2003,"London, The Folio Society",London,51.50288,-0.07258,ARCSPO PR3560 2003,F0
item217,,image/jpeg,PR35602003F16.jpg,,William Blake,,,,"1 print: engraving ; image 316 x 240 mm., on sheet 316 x 240 mm",2003,"London, The Folio Society",London,51.50288,-0.07258,ARCSPO PR3560 2003,F16
item218,,image/jpeg,PR35602003F33.jpg,,William Blake,,,,"1 print: engraving ; image 291 x 240 mm., on sheet 316 x 240 mm",2003,"London, The Folio Society",London,51.50288,-0.07258,ARCSPO PR3560 2003,F33
item219,,image/jpeg,PR35602003F64.jpg,,William Blake,,,,"1 print: engraving ; image 316 x 240 mm., on sheet 305 x 240 mm",2003,"London, The Folio Society",London,51.50288,-0.07258,ARCSPO PR3560 2003,F64
item220,,image/jpeg,PR35602003F96.jpg,,William Blake,,,,"1 print: engraving ; image 316 x 240 mm., on sheet 316 x 240 mm",2003,"London, The Folio Society",London,51.50288,-0.07258,ARCSPO PR3560 2003,F96
item221,,image/jpeg,PR35602003F113.jpg,,William Blake,,,,"1 print: engraving ; image 301 x 240 mm., on sheet 316 x 240 mm",2003,"London, The Folio Society",London,51.50288,-0.07258,ARCSPO PR3560 2003,F113
item222,,image/jpeg,PR35602003F185.jpg,,William Blake,,,,"1 print: engraving ; image 304 x 240 mm., on sheet 316 x 240 mm",2003,"London, The Folio Society",London,51.50288,-0.07258,ARCSPO PR3560 2003,F185
item223,,image/jpeg,PR35602003F208.jpg,,William Blake,,,,"1 print: engraving ; image 316 x 240 mm., on sheet 316 x 240 mm",2003,"London, The Folio Society",London,51.50288,-0.07258,ARCSPO PR3560 2003,F208
item224,,image/jpeg,PR35602003F225.jpg,,William Blake,,,,"1 print: engraving ; image 316 x 240 mm., on sheet 316 x 240 mm",2003,"London, The Folio Society",London,51.50288,-0.07258,ARCSPO PR3560 2003,F225
item225,,image/jpeg,PR35602003F294.jpg,,William Blake,,,,"1 print: engraving ; image 316 x 240 mm., on sheet 316 x 240 mm",2003,"London, The Folio Society",London,51.50288,-0.07258,ARCSPO PR3560 2003,F294
item226,,image/jpeg,PR35602003F299.jpg,,William Blake,,,,"1 print: engraving ; image 316 x 240 mm., on sheet 316 x 240 mm",2003,"London, The Folio Society",London,51.50288,-0.07258,ARCSPO PR3560 2003,F299
