objectid,title,format,filename,subjectcontents,subjectbibliographic,illustrator,painter,engraver,description,image_alt_text,extent,date,publisher,streetaddress,location,latitude,longitude,identifier,platenumber,rightsstatement,Additional Notes,
item121,Book X. L. 521-523,image/jpeg,PR35601832F263.jpg,Monsters; Reptiles; Satan; Hell,PR3560 1832,Gustave Dore,,L. Dumont,"Dreadful was the din Of hissing through the hall, thick-swarming now With complicated monsters, head and tail.",Satan stands on his throne before monsters,"1 print: engraving ; image 243 x 198 mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited",La Bell Sauvage,"London, E.C., UK",51.5141588,-0.102509707,PR3560 1832,F263/44,(CC BY-NC-SA 4.0),,
item122,Book XI. L. 208-210,image/jpeg,PR35601832F286.jpg,Adam; Eve; Angels,PR3560 1832,Gustave Dore,,Pannemaker,The heavenly bands Down from a sky of jasper lighted now In Paradise.,Adam and Eve kneel before angels,"1 print: engraving ; image 249 x 200 mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited",La Bell Sauvage,"London, E.C., UK",51.5141588,-0.102509707,PR3560 1832,F286/46,(CC BY-NC-SA 4.0),,
item123,Book XI. L. 729,image/jpeg,PR35601832F303.jpg,Noah; Ark,PR3560 1832,Gustave Dore,,S. Pannemaker,Began to build a vessel of huge bulk.,Noah builds an ark,"1 print: engraving ; image 248 x 200 mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited",La Bell Sauvage,"London, E.C., UK",51.5141588,-0.102509707,PR3560 1832,F303/47,(CC BY-NC-SA 4.0),,
item124,Book XI. L. 747-749,image/jpeg,PR35601832F304.jpg,Flood,PR3560 1832,Gustave Dore,,Hildibrand,"All dwellings else Flood overwhelmed, and them, with all their pomp Deep under water rolled.",A city floods and people try to avoid the water,"1 print: engraving ; image 244 x 199 mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited",La Bell Sauvage,"London, E.C., UK",51.5141588,-0.102509707,PR3560 1832,F304/48,(CC BY-NC-SA 4.0),,
item125,Book XII. L. 236-238,image/jpeg,PR35601832F317.jpg,Moses,PR3560 1832,Gustave Dore,,Hotelin,"They beseech That Moses might report to them his well, And terror cease.",Moses holds the ten commandents above his head,"1 print: engraving ; image 249 x 202 mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited",La Bell Sauvage,"London, E.C., UK",51.5141588,-0.102509707,PR3560 1832,F317/49,(CC BY-NC-SA 4.0),,
item126,Book XII. L. 645,image/jpeg,PR35601832F328.jpg,Adam; Eve; Angel; Eden,PR3560 1832,Gustave Dore,,E. Deschamps,"Some natural tears they dropt, but wiped them soon.",Angel blocks garden entrance ,"1 print: engraving ; image 247 x 199 mm., on sheet 321 x 255 mm",1866,"Printed by Cassell and company, limited",La Bell Sauvage,"London, E.C., UK",51.5141588,-0.102509707,PR3560 1832,F328/50,(CC BY-NC-SA 4.0),,
item127,Book I. L. 44,image/jpeg,PR35601833F2.jpg,Satan; Legions,PR3560 1833,,,J. Martin Esq.,,Satan falls in battle,"1 print: engraving ; image 194x 150  mm., on sheet 265 x 180 mm",1833,Charles Tilt,,"London, UK",51.509865, -0.118092,PR3560 1833,F2,(CC BY-NC-SA 4.0),,
item128,Book I. L. 192,image/jpeg,PR35601833F7.jpg,Satan; Legions; Hell,PR3560 1833,,,J. Martin Esq.,,Satan and fallen angels in Hell,"1 print: engraving ; image 221x 155  mm., on sheet 265 x 180 mm",1833,Charles Tilt,,"London, UK",51.509865, -0.118092,PR3560 1833,F7,(CC BY-NC-SA 4.0),,
item129,Book I. L. 314,image/jpeg,PR35601833F12.jpg,Satan; Legions; Hell,PR3560 1833,,,J. Martin Esq.,,Satan stands on a cliff in Hell,"1 print: engraving ; image 191x 155  mm., on sheet 265 x 180 mm",1833,Charles Tilt,,"London, UK",51.509865, -0.118092,PR3560 1833,F12,(CC BY-NC-SA 4.0),,
item130,Book I. L. 710,image/jpeg,PR35601833F25.jpg,Satan; Legions; Hell,PR3560 1833,,,J. Martin Esq.,,Satan commands his army,"1 print: engraving ; image 206x 141  mm., on sheet 265 x 180 mm",1833,Charles Tilt,,"London, UK",51.509865, -0.118092,PR3560 1833,F25,(CC BY-NC-SA 4.0),,
item131,Book II. L. 1,image/jpeg,PR35601833F29.jpg,Satan; Legions; Hell,PR3560 1833,,,J. Martin Esq.,,Satan sits on his throne in Hell,"1 print: engraving ; image 207x 143  mm., on sheet 265 x 180 mm",1833,Charles Tilt,,"London, UK",51.509865, -0.118092,PR3560 1833,F29,(CC BY-NC-SA 4.0),,
item132,Book II. L. 727,image/jpeg,PR35601833F54.jpg,Satan; Death; Sin; Hell,PR3560 1833,,,J. Martin Esq.,,Satan fights with Death and Sin personsified.,"1 print: engraving ; image 206x 143  mm., on sheet 265 x 180 mm",1833,Charles Tilt,,"London, UK",51.509865, -0.118092,PR3560 1833,F54,(CC BY-NC-SA 4.0),,
item133,Book III. L. 365,image/jpeg,PR35601833F78.jpg,Angels,PR3560 1833,,,J. Martin Esq.,,Angels stand before a city,"1 print: engraving ; image 207x 155  mm., on sheet 265 x 180 mm",1833,Charles Tilt,,"London, UK",51.509865, -0.118092,PR3560 1833,F78,(CC BY-NC-SA 4.0),,
item134,Book III. L. 501,image/jpeg,PR35601833F83.jpg,Satan; Angels,PR3560 1833,,,J. Martin Esq.,,Angel in clouds runs from angels,"1 print: engraving ; image 196x 153  mm., on sheet 265 x 180 mm",1833,Charles Tilt,,"London, UK",51.509865, -0.118092,PR3560 1833,F83,(CC BY-NC-SA 4.0),,
item135,Book IV. L. 453,image/jpeg,PR35601833F108.jpg,Eve; Eden,PR3560 1833,,,J. Martin Esq.,,Eve in the garden,"1 print: engraving ; image 204x 142  mm., on sheet 265 x 180 mm",1833,Charles Tilt,,"London, UK",51.509865, -0.118092,PR3560 1833,F108,(CC BY-NC-SA 4.0),,
item136,Book IV. L. 502,image/jpeg,PR35601833F109.jpg,Adam; Eve; Eden; Satan,PR3560 1833,,,J. Martin Esq.,,Satan watches Adam and Eve in the garden,"1 print: engraving ; image 206x 149  mm., on sheet 265 x 180 mm",1833,Charles Tilt,,"London, UK",51.509865, -0.118092,PR3560 1833,F109,(CC BY-NC-SA 4.0),,
item137,Book IV. L. 813,image/jpeg,PR35601833F120.jpg,Satan; Angels; Adam; Eve,PR3560 1833,,,J. Martin Esq.,,Satan fights two angels,"1 print: engraving ; image 205x 143  mm., on sheet 265 x 180 mm",1833,Charles Tilt,,"London, UK",51.509865, -0.118092,PR3560 1833,F120,(CC BY-NC-SA 4.0),,
item138,Book IV. L. 866,image/jpeg,PR35601833F123.jpg,Angels,PR3560 1833,,,J. Martin Esq.,,Angel stands on a cliff,"1 print: engraving ; image 204x 143  mm., on sheet 265 x 180 mm",1833,Charles Tilt,,"London, UK",51.509865, -0.118092,PR3560 1833,F123,(CC BY-NC-SA 4.0),,
item139,Book V. L. 136,image/jpeg,PR35601833F133.jpg,Adam; Eve; Eden,PR3560 1833,,,J. Martin Esq.,,Adam and Eve in the garden,"1 print: engraving ; image 205x 144  mm., on sheet 265 x 180 mm",1833,Charles Tilt,,"London, UK",51.509865, -0.118092,PR3560 1833,F133,(CC BY-NC-SA 4.0),,
item140,Book V. L. 308,image/jpeg,PR35601833F138.jpg,Adam; Eve; Eden; Angel,PR3560 1833,,,J. Martin Esq.,,Adam and Eve in the garden,"1 print: engraving ; image 210x 146  mm., on sheet 265 x 180 mm",1833,Charles Tilt,,"London, UK",51.509865, -0.118092,PR3560 1833,F138,(CC BY-NC-SA 4.0),,
item141,Book V. L. 519,image/jpeg,PR35601833F147.jpg,Adam; Eve; Eden; Angel; Raphael,PR3560 1833,,,J. Martin Esq.,,Angel talks to Adam and Eve in the garden,"1 print: engraving ; image 205x 144  mm., on sheet 265 x 180 mm",1833,Charles Tilt,,"London, UK",51.509865, -0.118092,PR3560 1833,F147,(CC BY-NC-SA 4.0),,
item142,Book VII. L. 339,image/jpeg,PR35601833F204.jpg,God,PR3560 1833,,,J. Martin Esq.,,Dark figure floats through sky,"1 print: engraving ; image 199x 138  mm., on sheet 265 x 180 mm",1833,Charles Tilt,,"London, UK",51.509865, -0.118092,PR3560 1833,F204,(CC BY-NC-SA 4.0),,
item143,Book IX. L. 780,image/jpeg,PR35601833F265.jpg,Eve; Serpent; Eden; Forbidden Fruit,PR3560 1833,,,J. Martin Esq.,,Eve talks to the serpent,"1 print: engraving ; image 202x 145  mm., on sheet 265 x 180 mm",1833,Charles Tilt,,"London, UK",51.509865, -0.118092,PR3560 1833,F265,(CC BY-NC-SA 4.0),,
item144,Book IX. L. 995,image/jpeg,PR35601833F269.jpg,Eve; Serpent; Eden; Forbidden Fruit; Adam,PR3560 1833,,,J. Martin Esq.,,Eve gives Adam fruit,"1 print: engraving ; image 205x 144  mm., on sheet 265 x 180 mm",1833,Charles Tilt,,"London, UK",51.509865, -0.118092,PR3560 1833,F269,(CC BY-NC-SA 4.0),,
item145,Book X. L. 108,image/jpeg,PR35601833F284.jpg,Adam; Eve; Eden,PR3560 1833,,,J. Martin Esq.,,Adam and Eve in the garden,"1 print: engraving ; image 202x 139  mm., on sheet 265 x 180 mm",1833,Charles Tilt,,"London, UK",51.509865, -0.118092,PR3560 1833,F284,(CC BY-NC-SA 4.0),,
item146,Book X. L. 312-347,image/jpeg,PR35601833F291.jpg,Chaos; Hell; Satan,PR3560 1833,,,J. Martin Esq.,,Angel stands on bridge,"1 print: engraving ; image 211x 145  mm., on sheet 265 x 180 mm",1833,Charles Tilt,,"London, UK",51.509865, -0.118092,PR3560 1833,F291,(CC BY-NC-SA 4.0),,
item147,Book X. L. 863,image/jpeg,PR35601833F310.jpg,Adam; Eve,PR3560 1833,,,J. Martin Esq.,,Adam and Eve in the garden,"1 print: engraving ; image 205x 143  mm., on sheet 265 x 180 mm",1833,Charles Tilt,,"London, UK",51.509865, -0.118092,PR3560 1833,F310,(CC BY-NC-SA 4.0),,
item148,Book XI. L. 78,image/jpeg,PR35601833F321.jpg,Angels; Eden,PR3560 1833,,,J. Martin Esq.,,Two angels sit and talk,"1 print: engraving ; image 207x 145  mm., on sheet 265 x 180 mm",1833,Charles Tilt,,"London, UK",51.509865, -0.118092,PR3560 1833,F321,(CC BY-NC-SA 4.0),,
item149,Book XI. L. 226,image/jpeg,PR35601833F327.jpg,Angels; Eden; Adam; Eve,PR3560 1833,,,J. Martin Esq.,,Adam and Eve leave the garden,"1 print: engraving ; image 206x 148  mm., on sheet 265 x 180 mm",1833,Charles Tilt,,"London, UK",51.509865, -0.118092,PR3560 1833,F327,(CC BY-NC-SA 4.0),,
item150,Book XII. L. 641,image/jpeg,PR35601833F373.jpg,Adam; Eve,PR3560 1833,,,J. Martin Esq.,,Adam and Eve leave the garden,"1 print: engraving ; image 207x 138  mm., on sheet 265 x 180 mm",1833,Charles Tilt,,"London, UK",51.509865, -0.118092,PR3560 1833,F373,(CC BY-NC-SA 4.0),,
item151,Book I. L. 192,image/jpeg,PR35601838F7.jpg,Satan; Legions; Hell,Milton PR 3560 1838 C26,,,J. Martin Esq.,,Satan in hell,"1 print: engraving ; image 221 x 155 mm., on sheet 267x 180 mm",1838,Charles Tilt,,"London, UK",51.509865, -0.118092,Milton PR 3560 1838 C26,F7 ,(CC BY-NC-SA 4.0),,
item152,Book I. L. 314,image/jpeg,PR35601838F12.jpg,Satan; Legions; Hell,Milton PR 3560 1838 C26,,,J. Martin Esq.,,Satan commands his army,"1 print: engraving ; image 192 x 155 mm., on sheet 267x 180 mm",1838,Charles Tilt,,"London, UK",51.509865, -0.118092,Milton PR 3560 1838 C26,F12,(CC BY-NC-SA 4.0),,
item153,Book II. L. 1.,image/jpeg,PR35601838F28.jpg,Satan; Legions,Milton PR 3560 1838 C26,,,J. Martin Esq.,,Satan sits on his throne in hell,"1 print: engraving ; image 206 x 144 mm., on sheet 267x 180 mm",1838,Charles Tilt,,"London, UK",51.509865, -0.118092,Milton PR 3560 1838 C26,F28,(CC BY-NC-SA 4.0),,
item154,Book II. L. 727,image/jpeg,PR35601838F54.jpg,Satan; Death; Sin; Hell,Milton PR 3560 1838 C26,,,J. Martin Esq.,,Satan fights with Sin and Death personified,"1 print: engraving ; image 206 x 143 mm., on sheet 267x 180 mm",1838,Charles Tilt,,"London, UK",51.509865, -0.118092,Milton PR 3560 1838 C26,F54,(CC BY-NC-SA 4.0),,
item155,Book V. L. 519 ,image/jpeg,PR35601838F147.jpg,Raphael; Eden; Adam; Eve; Angel,Milton PR 3560 1838 C26,,,J. Martin Esq.,,Angel talks with Adam and Eve,"1 print: engraving ; image 206 x 143 mm., on sheet 267x 180 mm",1838,Charles Tilt,,"London, UK",51.509865, -0.118092,Milton PR 3560 1838 C26,F147,(CC BY-NC-SA 4.0),,
item156,Book VII. L. 339,image/jpeg,PR35601838F205.jpg,God,Milton PR 3560 1838 C26,,,J. Martin Esq.,,Dark figure floats through sky,"1 print: engraving ; image 199 x 136 mm., on sheet 267x 180 mm",1838,Charles Tilt,,"London, UK",51.509865, -0.118092,Milton PR 3560 1838 C26,F205,(CC BY-NC-SA 4.0),,
item157,Book XI. L. 226,image/jpeg,PR35601838F327.jpg,Angels; Adam; Eve; Eden,Milton PR 3560 1838 C26,,,J. Martin Esq.,,Adam and Eve leave the garden,"1 print: engraving ; image 206 x 148 mm., on sheet 267x 180 mm",1838,Charles Tilt,,"London, UK",51.509865, -0.118092,Milton PR 3560 1838 C26,F327,(CC BY-NC-SA 4.0),,
,,,,,,,,,,,,,,,,,,,,,,
item158,Book I. L. 44-45,image/jpeg,PR35601866F18.jpg,Angels; Rebel Angels; Satan,Milton PR 3560 1866 C97,Gustave Dore,,P. Jonnard,Him the Almighty Power Hurled headlong from the ethereal sky.,Satan and his arm fall from Heaven,"1 print: engraving ; image 249 x 199 mm., on sheet 295x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F18,(CC BY-NC-SA 4.0),,
item159,Book I. L. 221-222,image/jpeg,PR35601866F19.jpg,Satan; Legions,Milton PR 3560 1866 C97,Gustave Dore,,C. Laplante,Forthwith upright he rears from off the pool His might stature,Angel stands on rock and looks down at angel in water,"1 print: engraving ; image 248 x 199 mm., on sheet 295x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F19 ,(CC BY-NC-SA 4.0),,
item160,Book I. L. 331,image/jpeg,PR35601866F22.jpg,Satan; Legions,Milton PR 3560 1866 C97,Gustave Dore,,Hotelin,"They heard, and were abashed, and up they sprung",Satan commands his army,"1 print: engraving ; image 248 x 199 mm., on sheet 295x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F22 ,(CC BY-NC-SA 4.0),,
item161,Book I. L. 344-345,image/jpeg,PR35601866F23.jpg,Angels; Rebel Angels,Milton PR 3560 1866 C97,Gustave Dore,,A. Gusmand,"So numberless were those bad Angels seen, Hovering on wing, under the cope of Hell.",Hundred of angels fly over mountains,"1 print: engraving ; image 248 x 199 mm., on sheet 295x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F23,(CC BY-NC-SA 4.0),,
item162,Book I. L. 757-759,image/jpeg,PR35601866F30.jpg,Angels; Rebel Angels,Milton PR 3560 1866 C97,Gustave Dore,,S. Pannemaker,"Their summons called From every band and squared regiment, By place or choice the worthiest",Angels ride into battle,"1 print: engraving ; image 247 x 200 mm., on sheet 295x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F30 ,(CC BY-NC-SA 4.0),,
item163,Book II. L. 1-2,image/jpeg,PR35601866F31.jpg,Satan; Legions,Milton PR 3560 1866 C97,Gustave Dore,,Pannemaker; Doms,"High on a throne of royal state, which far Outshone the wealth of Ormus and of Ind.",Angel on throne before army,"1 print: engraving ; image 249 x 199 mm., on sheet 295x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F31,(CC BY-NC-SA 4.0),,
item164,Book II. L. 628,image/jpeg,PR35601866F50.jpg,Gorgons; Hydras; Chimeras; Monsters; Angels,Milton PR 3560 1866 C97,Gustave Dore,,Pannemaker; Doms,"Gorgons, and Hydras, and Chimeras dire.",Angels stand before monsters,"1 print: engraving ; image 248 x 200 mm., on sheet 295x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F50,(CC BY-NC-SA 4.0),,
item165,Book II. L. 648-649,image/jpeg,PR35601866F51.jpg,Death; Sin; Satan; Hell,Milton PR 3560 1866 C97,Gustave Dore,,Pannemaker; Doms,Before the gates there sat On either side a formidable shape,Satan at the gates of Hell in front of Death and Sin personified ,"1 print: engraving ; image 248 x 202 mm., on sheet 295x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F51,(CC BY-NC-SA 4.0),,
item166,Book II. L. 949-950 ,image/jpeg,PR35601866F66.jpg,Satan,Milton PR 3560 1866 C97,Gustave Dore,,A. Gusmand,"With head, hands, wings, or feet, pursues his way, And swims, or sinks, or wades, or creeps, or flies.",Satan clings to rocks,"1 print: engraving ; image 245 x 201 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F66,(CC BY-NC-SA 4.0),,
item167,Book III. L. 347-339,image/jpeg,PR35601866F67.jpg,Jesus; God; Christ; Angels; Cross,Milton PR 3560 1866 C97,Gustave Dore,,Pannemaker; Doms,"Heaven rung With jubilee, and loud hosannas filled The eternal regions.",Christ-like figures look down at angels,"1 print: engraving ; image 247 x 201 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F67,(CC BY-NC-SA 4.0),,
item168,Book III. L. 473-474,image/jpeg,PR35601866F82.jpg,Satan; Angels; Rebel Angels,Milton PR 3560 1866 C97,Gustave Dore,,Hotelin,"And many more too long, Embryos, and idiots, eremites, and friars.",Angels in battle,"1 print: engraving ; image 248 x 202 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F82,(CC BY-NC-SA 4.0),,
item169,Book III. L. 739-741,image/jpeg,PR35601866F83.jpg,Satan; Earth,Milton PR 3560 1866 C97,Gustave Dore,,P. Jonnard,"Towards the coast of Earth beneath, Down from ecliptic, sped with hoped success, Throws his steep flight in many an aëry wheel.",Satan flies to earth,"1 print: engraving ; image 247 x 200 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F83,(CC BY-NC-SA 4.0),,
item170,Book IV. L. 73-74,image/jpeg,PR35601866F86.jpg,Satan,Milton PR 3560 1866 C97,Gustave Dore,,Pannemaker; Doms,"Me miserable! which way shall I fly Infinite wrath, and infinite despair?",Satan clings to a rock,"1 print: engraving ; image 247 x 199 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F86,(CC BY-NC-SA 4.0),,
item171,Book IV. L. 172-173,image/jpeg,PR35601866F87.jpg,Satan; Eden,Milton PR 3560 1866 C97,Gustave Dore,,Cosson Smeeton,"Now to the ascent of that steep savage hill Satan hath journey'd on, pensive and slow.",Satan stands on cliff above garden,"1 print: engraving ; image 247 x 201 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F87,(CC BY-NC-SA 4.0),,
item172,Book IV. L. 247,image/jpeg,PR35601866F94.jpg,Satan; Eden,Milton PR 3560 1866 C97,Gustave Dore,,C. Laplante,A happy rural seat of various view.,Satan in the garden,"1 print: engraving ; image 248 x 200 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F94,(CC BY-NC-SA 4.0),,
item173,Book IV. L. 335-336,image/jpeg,PR35601866F95.jpg,Adam; Eve; Eden,Milton PR 3560 1866 C97,Gustave Dore,,J. Gauchard,"The savoury pulp they chew, and in the rind, Still as they thirsted, scoop the brimming stream.",Adam and Eve in the garden,"1 print: engraving ; image 247 x 200 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F95,(CC BY-NC-SA 4.0),,
item174,Book IV. L. 589-590,image/jpeg,PR35601866F98.jpg,Uriel; Angels,Milton PR 3560 1866 C97,Gustave Dore,,Pannemaker; Doms,So promised he; and Uriel to his charge Returned.,Angels in the garden,"1 print: engraving ; image 248 x 201 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F98,(CC BY-NC-SA 4.0),,
item175,Book IV. L. 798-799,image/jpeg,PR35601866F99.jpg,Angels,Milton PR 3560 1866 C97,Gustave Dore,,P. Jonnard,These to the bower direct In search of whom they sought.,Two angels flying,"1 print: engraving ; image 248 x 200 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F99,(CC BY-NC-SA 4.0),,
item176,Book IV. L. 1014-1015,image/jpeg,PR35601866F114.jpg,Satan; Angels,Milton PR 3560 1866 C97,Gustave Dore,,J. Gauchard,"Nor more; but fled Murmuring, and with him fled the shades of night.",Satan cast away,"1 print: engraving ; image 248 x 200 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F114,(CC BY-NC-SA 4.0),,
item177,Book V. L. 12-13,image/jpeg,PR35601866F115.jpg,Adam; Eve; Eden,Milton PR 3560 1866 C97,Gustave Dore,,Pannemaker,"Leaning, half raised, with looks of cordial love, Hung over her enarmoured.",Adam and Eve in the garden,"1 print: engraving ; image 246 x 198 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F115,(CC BY-NC-SA 4.0),,
item178,Book V. L. 309-310,image/jpeg,PR35601866F130.jpg,Angel; Adam; Eve; Eden,Milton PR 3560 1866 C97,Gustave Dore,,Pannemaker; Doms,"Eastward among those trees, what glorious shape Comes this way moving?",Adam and Eve in the garden,"1 print: engraving ; image 247 x 200 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F130,(CC BY-NC-SA 4.0),,
item179,Book V. L. 468-470,image/jpeg,PR35601866F131.jpg,Adam; Eve; Angel; Raphael; Eden,Milton PR 3560 1866 C97,Gustave Dore,,,"To whom the wingèd Hierarch replied: O Adam, one Almighty is, from whom All things proceed.",Angel talks to Adam and Eve,"1 print: engraving ; image 247 x 200 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F131,(CC BY-NC-SA 4.0),,
item180,Book VI. L. 188,image/jpeg,PR35601866F146.jpg,Satan; Angels,Milton PR 3560 1866 C97,Gustave Dore,,J. Huyot,This greeting of they impious crest receive.,Angels fighting,"1 print: engraving ; image 249 x 200 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F146,(CC BY-NC-SA 4.0),,
item181,Book VI. L. 327-328,image/jpeg,PR35601866F147.jpg,Satan,Milton PR 3560 1866 C97,Gustave Dore,,Piaud,"Then Satan first knew pain, And writhered him to and fro.",Satan fallen on the ground,"1 print: engraving ; image 246 x 200 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F147,(CC BY-NC-SA 4.0),,
item182,Book VI. L. 406,image/jpeg,PR35601866F162.jpg,Satan,Milton PR 3560 1866 C97,Gustave Dore,,Ad Ligny,Now Night her course began.,Satan laying on rocks,"1 print: engraving ; image 245 x 199 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F162,(CC BY-NC-SA 4.0),,
item183,Book VI. L. 410-412,image/jpeg,PR35601866F163.jpg,Michael; Angels,Milton PR 3560 1866 C97,Gustave Dore,,Ad Ligny,"On the foughten field Michael and his angels, prevalent Encamping, placed in guard their watches round.",Angels resting on rocks,"1 print: engraving ; image 249 x 196 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F163,(CC BY-NC-SA 4.0),,
item184,Book VI. L. 871,image/jpeg,PR35601866F166.jpg,Rebel Angels; Angels,Milton PR 3560 1866 C97,Gustave Dore,,A. Gusmand,Nine days they fell,Hundred of angels falling,"1 print: engraving ; image 248 x 198 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F166,(CC BY-NC-SA 4.0),,
item185,Book VI. L. 874-875,image/jpeg,PR35601866F167.jpg,Satan; Rebel Angels; Hell,Milton PR 3560 1866 C97,Gustave Dore,,Hotelin,"Hell at least, Yawning, received them whole.",Angels falling into Hell,"1 print: engraving ; image 249 x 198 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F167,(CC BY-NC-SA 4.0),,
item186,Book VII. L. 298-299,image/jpeg,PR35601866F174.jpg,Flood,Milton PR 3560 1866 C97,Gustave Dore,,C. Laplante,"Wave rolling after wave, where way they found ; If steep, with torrent rapture.",Waterfall in mountains,"1 print: engraving ; image 245 x 200 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F174,(CC BY-NC-SA 4.0),,
item187,Book VII. L. 387-389,image/jpeg,PR35601866F175.jpg,Reptile; Fowl; Earth; Birds; Waters,Milton PR 3560 1866 C97,Gustave Dore,,Cosson Smeeton,"And God said : Let the waters generate Reptile with spawn abundant, living soul; And let fowl fly above the earth.","Sea filled with monsters, land with animals, air with birds","1 print: engraving ; image 247 x 198 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F175,(CC BY-NC-SA 4.0),,
